severity	updateDate	comments	line	author	rule	project	effort	messageFormattings	message	creationDate	type	quickFixAvailable	tags	component	flows	scope	textRange	debt	key	hash	status
MAJOR	2023-03-13T22:44:01+0000		138.0		javascript:S1763	Supply-chain-	5min		Unreachable code.	2023-03-06T01:07:21+0000	BUG	true	"cwe / unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=138.0, endLine=138.0, startOffset=16.0, endOffset=22.0}	5min	AYa0ddV91m6JgciZ2xPh	c2bef11d43d42a908d638b8e21336173	OPEN
MAJOR	2023-03-13T22:44:01+0000		141.0		javascript:S1763	Supply-chain-	5min		Unreachable code.	2023-03-06T01:07:21+0000	BUG	true	"cwe / unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=141.0, endLine=141.0, startOffset=16.0, endOffset=22.0}	5min	AYa0ddV91m6JgciZ2xPi	c2bef11d43d42a908d638b8e21336173	OPEN
MAJOR	2023-03-13T22:44:01+0000		144.0		javascript:S1763	Supply-chain-	5min		Unreachable code.	2023-03-06T01:07:21+0000	BUG	true	"cwe / unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=144.0, endLine=144.0, startOffset=16.0, endOffset=22.0}	5min	AYa0ddV91m6JgciZ2xPj	c2bef11d43d42a908d638b8e21336173	OPEN
MAJOR	2023-03-13T22:44:01+0000		147.0		javascript:S1763	Supply-chain-	5min		Unreachable code.	2023-03-06T01:07:21+0000	BUG	true	"cwe / unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=147.0, endLine=147.0, startOffset=16.0, endOffset=22.0}	5min	AYa0ddV91m6JgciZ2xPk	c2bef11d43d42a908d638b8e21336173	OPEN
MAJOR	2023-03-13T22:44:01+0000		150.0		javascript:S1763	Supply-chain-	5min		Unreachable code.	2023-03-06T01:07:21+0000	BUG	true	"cwe / unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=150.0, endLine=150.0, startOffset=16.0, endOffset=22.0}	5min	AYa0ddV91m6JgciZ2xPl	c2bef11d43d42a908d638b8e21336173	OPEN
MAJOR	2023-03-13T22:44:01+0000		153.0		javascript:S1763	Supply-chain-	5min		Unreachable code.	2023-03-06T01:07:21+0000	BUG	true	"cwe / unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=153.0, endLine=153.0, startOffset=16.0, endOffset=22.0}	5min	AYa0ddV91m6JgciZ2xPm	c2bef11d43d42a908d638b8e21336173	OPEN
MAJOR	2023-03-13T22:44:01+0000		156.0		javascript:S1763	Supply-chain-	5min		Unreachable code.	2023-03-06T01:07:21+0000	BUG	true	"cwe / unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=156.0, endLine=156.0, startOffset=16.0, endOffset=22.0}	5min	AYa0ddV91m6JgciZ2xPn	c2bef11d43d42a908d638b8e21336173	OPEN
MAJOR	2023-03-13T22:44:01+0000		159.0		javascript:S1763	Supply-chain-	5min		Unreachable code.	2023-03-06T01:07:21+0000	BUG	true	"cwe / unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=159.0, endLine=159.0, startOffset=16.0, endOffset=22.0}	5min	AYa0ddV91m6JgciZ2xPo	c2bef11d43d42a908d638b8e21336173	OPEN
MAJOR	2023-03-13T22:44:01+0000		162.0		javascript:S1763	Supply-chain-	5min		Unreachable code.	2023-03-06T01:07:21+0000	BUG	true	"cwe / unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=162.0, endLine=162.0, startOffset=16.0, endOffset=22.0}	5min	AYa0ddV91m6JgciZ2xPp	c2bef11d43d42a908d638b8e21336173	OPEN
CRITICAL	2023-03-13T22:44:01+0000		168.0		javascript:S3504	Supply-chain-	5min		Unexpected var, use let or const instead.	2023-03-06T01:07:21+0000	CODE_SMELL	true	"bad-practice / es2015 / "	Supply-chain-:src/js/app.js		MAIN	{startLine=168.0, endLine=168.0, startOffset=8.0, endOffset=21.0}	5min	AYa0ddV91m6JgciZ2xPq	1b4b8cea83b19969967c809b692c99f4	OPEN
MINOR	2023-03-13T22:44:01+0000		168.0		javascript:S1481	Supply-chain-	5min		Remove the declaration of the unused 'processId' variable.	2023-03-06T01:07:21+0000	CODE_SMELL	false	"unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=168.0, endLine=168.0, startOffset=12.0, endOffset=21.0}	5min	AYa0ddV91m6JgciZ2xPr	1b4b8cea83b19969967c809b692c99f4	OPEN
MAJOR	2023-03-13T22:44:01+0000		168.0		javascript:S1854	Supply-chain-	15min		"Remove this useless assignment to variable ""processId""."	2023-03-06T01:07:21+0000	CODE_SMELL	false	"cwe / unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=168.0, endLine=168.0, startOffset=12.0, endOffset=21.0}	15min	AYa0ddV91m6JgciZ2xPs	1b4b8cea83b19969967c809b692c99f4	OPEN
CRITICAL	2023-03-13T22:44:01+0000		190.0		javascript:S3504	Supply-chain-	5min		Unexpected var, use let or const instead.	2023-03-06T01:07:21+0000	CODE_SMELL	true	"bad-practice / es2015 / "	Supply-chain-:src/js/app.js		MAIN	{startLine=190.0, endLine=190.0, startOffset=8.0, endOffset=21.0}	5min	AYa0ddV91m6JgciZ2xPt	1b4b8cea83b19969967c809b692c99f4	OPEN
MINOR	2023-03-13T22:44:01+0000		190.0		javascript:S1481	Supply-chain-	5min		Remove the declaration of the unused 'processId' variable.	2023-03-06T01:07:21+0000	CODE_SMELL	false	"unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=190.0, endLine=190.0, startOffset=12.0, endOffset=21.0}	5min	AYa0ddV91m6JgciZ2xPu	1b4b8cea83b19969967c809b692c99f4	OPEN
MAJOR	2023-03-13T22:44:01+0000		190.0		javascript:S1854	Supply-chain-	15min		"Remove this useless assignment to variable ""processId""."	2023-03-06T01:07:21+0000	CODE_SMELL	false	"cwe / unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=190.0, endLine=190.0, startOffset=12.0, endOffset=21.0}	15min	AYa0ddV91m6JgciZ2xPv	1b4b8cea83b19969967c809b692c99f4	OPEN
CRITICAL	2023-03-13T22:44:01+0000		204.0		javascript:S3504	Supply-chain-	5min		Unexpected var, use let or const instead.	2023-03-06T01:07:21+0000	CODE_SMELL	true	"bad-practice / es2015 / "	Supply-chain-:src/js/app.js		MAIN	{startLine=204.0, endLine=204.0, startOffset=8.0, endOffset=21.0}	5min	AYa0ddV91m6JgciZ2xPw	1b4b8cea83b19969967c809b692c99f4	OPEN
MINOR	2023-03-13T22:44:01+0000		204.0		javascript:S1481	Supply-chain-	5min		Remove the declaration of the unused 'processId' variable.	2023-03-06T01:07:21+0000	CODE_SMELL	false	"unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=204.0, endLine=204.0, startOffset=12.0, endOffset=21.0}	5min	AYa0ddV91m6JgciZ2xPx	1b4b8cea83b19969967c809b692c99f4	OPEN
MAJOR	2023-03-13T22:44:01+0000		204.0		javascript:S1854	Supply-chain-	15min		"Remove this useless assignment to variable ""processId""."	2023-03-06T01:07:21+0000	CODE_SMELL	false	"cwe / unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=204.0, endLine=204.0, startOffset=12.0, endOffset=21.0}	15min	AYa0ddV91m6JgciZ2xPy	1b4b8cea83b19969967c809b692c99f4	OPEN
MINOR	2023-03-13T22:44:01+0000		218.0		javascript:S1481	Supply-chain-	5min		Remove the declaration of the unused 'processId' variable.	2023-03-06T01:07:21+0000	CODE_SMELL	false	"unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=218.0, endLine=218.0, startOffset=12.0, endOffset=21.0}	5min	AYa0ddV91m6JgciZ2xP0	1b4b8cea83b19969967c809b692c99f4	OPEN
MAJOR	2023-03-13T22:44:01+0000		218.0		javascript:S1854	Supply-chain-	15min		"Remove this useless assignment to variable ""processId""."	2023-03-06T01:07:21+0000	CODE_SMELL	false	"cwe / unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=218.0, endLine=218.0, startOffset=12.0, endOffset=21.0}	15min	AYa0ddV91m6JgciZ2xP1	1b4b8cea83b19969967c809b692c99f4	OPEN
CRITICAL	2023-03-13T22:44:01+0000		218.0		javascript:S3504	Supply-chain-	5min		Unexpected var, use let or const instead.	2023-03-06T01:07:21+0000	CODE_SMELL	true	"bad-practice / es2015 / "	Supply-chain-:src/js/app.js		MAIN	{startLine=218.0, endLine=218.0, startOffset=8.0, endOffset=21.0}	5min	AYa0ddV91m6JgciZ2xPz	1b4b8cea83b19969967c809b692c99f4	OPEN
CRITICAL	2023-03-13T22:44:01+0000		234.0		javascript:S3504	Supply-chain-	5min		Unexpected var, use let or const instead.	2023-03-06T01:07:21+0000	CODE_SMELL	true	"bad-practice / es2015 / "	Supply-chain-:src/js/app.js		MAIN	{startLine=234.0, endLine=234.0, startOffset=8.0, endOffset=21.0}	5min	AYa0ddV91m6JgciZ2xP2	1b4b8cea83b19969967c809b692c99f4	OPEN
MINOR	2023-03-13T22:44:01+0000		234.0		javascript:S1481	Supply-chain-	5min		Remove the declaration of the unused 'processId' variable.	2023-03-06T01:07:21+0000	CODE_SMELL	false	"unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=234.0, endLine=234.0, startOffset=12.0, endOffset=21.0}	5min	AYa0ddV91m6JgciZ2xP3	1b4b8cea83b19969967c809b692c99f4	OPEN
MAJOR	2023-03-13T22:44:01+0000		234.0		javascript:S1854	Supply-chain-	15min		"Remove this useless assignment to variable ""processId""."	2023-03-06T01:07:21+0000	CODE_SMELL	false	"cwe / unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=234.0, endLine=234.0, startOffset=12.0, endOffset=21.0}	15min	AYa0ddV91m6JgciZ2xP4	1b4b8cea83b19969967c809b692c99f4	OPEN
CRITICAL	2023-03-13T22:44:01+0000		249.0		javascript:S3504	Supply-chain-	5min		Unexpected var, use let or const instead.	2023-03-06T01:07:21+0000	CODE_SMELL	true	"bad-practice / es2015 / "	Supply-chain-:src/js/app.js		MAIN	{startLine=249.0, endLine=249.0, startOffset=8.0, endOffset=21.0}	5min	AYa0ddV91m6JgciZ2xP5	1b4b8cea83b19969967c809b692c99f4	OPEN
MINOR	2023-03-13T22:44:01+0000		249.0		javascript:S1481	Supply-chain-	5min		Remove the declaration of the unused 'processId' variable.	2023-03-06T01:07:21+0000	CODE_SMELL	false	"unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=249.0, endLine=249.0, startOffset=12.0, endOffset=21.0}	5min	AYa0ddV91m6JgciZ2xP6	1b4b8cea83b19969967c809b692c99f4	OPEN
MAJOR	2023-03-13T22:44:01+0000		249.0		javascript:S1854	Supply-chain-	15min		"Remove this useless assignment to variable ""processId""."	2023-03-06T01:07:21+0000	CODE_SMELL	false	"cwe / unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=249.0, endLine=249.0, startOffset=12.0, endOffset=21.0}	15min	AYa0ddV91m6JgciZ2xP7	1b4b8cea83b19969967c809b692c99f4	OPEN
MAJOR	2023-03-13T22:44:01+0000		263.0		javascript:S1854	Supply-chain-	15min		"Remove this useless assignment to variable ""processId""."	2023-03-06T01:07:21+0000	CODE_SMELL	false	"cwe / unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=263.0, endLine=263.0, startOffset=12.0, endOffset=21.0}	15min	AYa0ddV91m6JgciZ2xP-	1b4b8cea83b19969967c809b692c99f4	OPEN
CRITICAL	2023-03-13T22:44:01+0000		263.0		javascript:S3504	Supply-chain-	5min		Unexpected var, use let or const instead.	2023-03-06T01:07:21+0000	CODE_SMELL	true	"bad-practice / es2015 / "	Supply-chain-:src/js/app.js		MAIN	{startLine=263.0, endLine=263.0, startOffset=8.0, endOffset=21.0}	5min	AYa0ddV91m6JgciZ2xP8	1b4b8cea83b19969967c809b692c99f4	OPEN
MINOR	2023-03-13T22:44:01+0000		263.0		javascript:S1481	Supply-chain-	5min		Remove the declaration of the unused 'processId' variable.	2023-03-06T01:07:21+0000	CODE_SMELL	false	"unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=263.0, endLine=263.0, startOffset=12.0, endOffset=21.0}	5min	AYa0ddV91m6JgciZ2xP9	1b4b8cea83b19969967c809b692c99f4	OPEN
CRITICAL	2023-03-13T22:44:01+0000		277.0		javascript:S3504	Supply-chain-	5min		Unexpected var, use let or const instead.	2023-03-06T01:07:21+0000	CODE_SMELL	true	"bad-practice / es2015 / "	Supply-chain-:src/js/app.js		MAIN	{startLine=277.0, endLine=277.0, startOffset=8.0, endOffset=21.0}	5min	AYa0ddV91m6JgciZ2xP_	1b4b8cea83b19969967c809b692c99f4	OPEN
MINOR	2023-03-13T22:44:01+0000		277.0		javascript:S1481	Supply-chain-	5min		Remove the declaration of the unused 'processId' variable.	2023-03-06T01:07:21+0000	CODE_SMELL	false	"unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=277.0, endLine=277.0, startOffset=12.0, endOffset=21.0}	5min	AYa0ddV91m6JgciZ2xQA	1b4b8cea83b19969967c809b692c99f4	OPEN
MAJOR	2023-03-13T22:44:01+0000		277.0		javascript:S1854	Supply-chain-	15min		"Remove this useless assignment to variable ""processId""."	2023-03-06T01:07:21+0000	CODE_SMELL	false	"cwe / unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=277.0, endLine=277.0, startOffset=12.0, endOffset=21.0}	15min	AYa0ddV91m6JgciZ2xQB	1b4b8cea83b19969967c809b692c99f4	OPEN
CRITICAL	2023-03-13T22:44:01+0000		330.0		javascript:S3504	Supply-chain-	5min		Unexpected var, use let or const instead.	2023-03-06T01:07:21+0000	CODE_SMELL	true	"bad-practice / es2015 / "	Supply-chain-:src/js/app.js		MAIN	{startLine=330.0, endLine=330.0, startOffset=8.0, endOffset=18.0}	5min	AYa0ddV91m6JgciZ2xQC	49613b39a66df7eaee887e3eb6057df1	OPEN
MINOR	2023-03-13T22:44:01+0000		330.0		javascript:S1481	Supply-chain-	5min		Remove the declaration of the unused 'events' variable.	2023-03-06T01:07:21+0000	CODE_SMELL	false	"unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=330.0, endLine=330.0, startOffset=12.0, endOffset=18.0}	5min	AYa0ddV91m6JgciZ2xQD	49613b39a66df7eaee887e3eb6057df1	OPEN
MAJOR	2023-03-13T22:44:01+0000		330.0		javascript:S1854	Supply-chain-	15min		"Remove this useless assignment to variable ""events""."	2023-03-06T01:07:21+0000	CODE_SMELL	false	"cwe / unused / "	Supply-chain-:src/js/app.js		MAIN	{startLine=330.0, endLine=330.0, startOffset=12.0, endOffset=18.0}	15min	AYa0ddV91m6JgciZ2xQE	49613b39a66df7eaee887e3eb6057df1	OPEN
CRITICAL	2023-03-13T22:44:01+0000		1.0		javascript:S3776	Supply-chain-	11min		Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.	2023-03-06T01:07:21+0000	CODE_SMELL	false	"brain-overload / "	Supply-chain-:src/js/truffle-contract.js	"{locations=[{component=Supply-chain-:src/js/truffle-contract.js, textRange={startLine=1.0, endLine=1.0, startOffset=387.0, endOffset=389.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Supply-chain-:src/js/truffle-contract.js, textRange={startLine=1.0, endLine=1.0, startOffset=397.0, endOffset=400.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Supply-chain-:src/js/truffle-contract.js, textRange={startLine=1.0, endLine=1.0, startOffset=35.0, endOffset=37.0}, msg=+2 (incl. 1 for nesting), msgFormattings=[]}]} / {locations=[{component=Supply-chain-:src/js/truffle-contract.js, textRange={startLine=1.0, endLine=1.0, startOffset=45.0, endOffset=47.0}, msg=+3 (incl. 2 for nesting), msgFormattings=[]}]} / {locations=[{component=Supply-chain-:src/js/truffle-contract.js, textRange={startLine=1.0, endLine=1.0, startOffset=87.0, endOffset=89.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Supply-chain-:src/js/truffle-contract.js, textRange={startLine=1.0, endLine=1.0, startOffset=97.0, endOffset=99.0}, msg=+4 (incl. 3 for nesting), msgFormattings=[]}]} / {locations=[{component=Supply-chain-:src/js/truffle-contract.js, textRange={startLine=1.0, endLine=1.0, startOffset=102.0, endOffset=104.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Supply-chain-:src/js/truffle-contract.js, textRange={startLine=1.0, endLine=1.0, startOffset=121.0, endOffset=123.0}, msg=+4 (incl. 3 for nesting), msgFormattings=[]}]} / {locations=[{component=Supply-chain-:src/js/truffle-contract.js, textRange={startLine=1.0, endLine=1.0, startOffset=307.0, endOffset=308.0}, msg=+4 (incl. 3 for nesting), msgFormattings=[]}]} / "	MAIN	{startLine=1.0, endLine=1.0, startOffset=1.0, endOffset=9.0}	11min	AYa0ddWL1m6JgciZ2xQF	a790fca0cd9eefea59d0b1f098bb0d92	OPEN
CRITICAL	2023-03-13T22:44:01+0000		1.0		javascript:S3504	Supply-chain-	5min		Unexpected var, use let or const instead.	2023-03-06T01:07:21+0000	CODE_SMELL	true	"bad-practice / es2015 / "	Supply-chain-:src/js/truffle-contract.js		MAIN	{startLine=1.0, endLine=1.0, startOffset=55.0, endOffset=60.0}	5min	AYa0ddWL1m6JgciZ2xQG	a790fca0cd9eefea59d0b1f098bb0d92	OPEN
MAJOR	2023-03-13T22:44:01+0000		1.0		javascript:S2681	Supply-chain-	5min		This statement will not be executed conditionally; only the first statement will be. The rest will execute unconditionally.	2023-03-06T01:07:21+0000	CODE_SMELL	false	"cwe / "	Supply-chain-:src/js/truffle-contract.js		MAIN	{startLine=1.0, endLine=1.0, startOffset=121.0, endOffset=141.0}	5min	AYa0ddWL1m6JgciZ2xQH	a790fca0cd9eefea59d0b1f098bb0d92	OPEN
MAJOR	2023-03-13T22:44:01+0000		1.0		javascript:S2681	Supply-chain-	5min		This statement will not be executed conditionally; only the first statement will be. The rest will execute unconditionally.	2023-03-06T01:07:21+0000	CODE_SMELL	false	"cwe / "	Supply-chain-:src/js/truffle-contract.js		MAIN	{startLine=1.0, endLine=1.0, startOffset=141.0, endOffset=187.0}	5min	AYa0ddWL1m6JgciZ2xQI	a790fca0cd9eefea59d0b1f098bb0d92	OPEN
CRITICAL	2023-03-13T22:44:01+0000		1.0		javascript:S3504	Supply-chain-	5min		Unexpected var, use let or const instead.	2023-03-06T01:07:21+0000	CODE_SMELL	true	"bad-practice / es2015 / "	Supply-chain-:src/js/truffle-contract.js		MAIN	{startLine=1.0, endLine=1.0, startOffset=141.0, endOffset=146.0}	5min	AYa0ddWL1m6JgciZ2xQJ	a790fca0cd9eefea59d0b1f098bb0d92	OPEN
MAJOR	2023-03-13T22:44:01+0000		1.0		javascript:S878	Supply-chain-	5min		Unexpected use of comma operator.	2023-03-06T01:07:21+0000	CODE_SMELL	false		Supply-chain-:src/js/truffle-contract.js		MAIN	{startLine=1.0, endLine=1.0, startOffset=218.0, endOffset=219.0}	5min	AYa0ddWL1m6JgciZ2xQK	a790fca0cd9eefea59d0b1f098bb0d92	OPEN
CRITICAL	2023-03-13T22:44:01+0000		1.0		javascript:S3504	Supply-chain-	5min		Unexpected var, use let or const instead.	2023-03-06T01:07:21+0000	CODE_SMELL	true	"bad-practice / es2015 / "	Supply-chain-:src/js/truffle-contract.js		MAIN	{startLine=1.0, endLine=1.0, startOffset=221.0, endOffset=226.0}	5min	AYa0ddWL1m6JgciZ2xQL	a790fca0cd9eefea59d0b1f098bb0d92	OPEN
CRITICAL	2023-03-13T22:44:01+0000		1.0		javascript:S3504	Supply-chain-	5min		Unexpected var, use let or const instead.	2023-03-06T01:07:21+0000	CODE_SMELL	true	"bad-practice / es2015 / "	Supply-chain-:src/js/truffle-contract.js		MAIN	{startLine=1.0, endLine=1.0, startOffset=280.0, endOffset=285.0}	5min	AYa0ddWL1m6JgciZ2xQM	a790fca0cd9eefea59d0b1f098bb0d92	OPEN
CRITICAL	2023-03-13T22:44:01+0000		1.0		javascript:S3504	Supply-chain-	5min		Unexpected var, use let or const instead.	2023-03-06T01:07:21+0000	CODE_SMELL	false	"bad-practice / es2015 / "	Supply-chain-:src/js/truffle-contract.js		MAIN	{startLine=1.0, endLine=1.0, startOffset=355.0, endOffset=360.0}	5min	AYa0ddWL1m6JgciZ2xQN	a790fca0cd9eefea59d0b1f098bb0d92	OPEN
MINOR	2023-03-13T22:44:01+0000		1.0		javascript:S4138	Supply-chain-	5min		Expected a `for-of` loop instead of a `for` loop with this simple iteration.	2023-03-06T01:07:21+0000	CODE_SMELL	true	"clumsy / "	Supply-chain-:src/js/truffle-contract.js		MAIN	{startLine=1.0, endLine=1.0, startOffset=397.0, endOffset=432.0}	5min	AYa0ddWL1m6JgciZ2xQO	a790fca0cd9eefea59d0b1f098bb0d92	OPEN
CRITICAL	2023-03-13T22:44:01+0000		1.0		javascript:S3504	Supply-chain-	5min		Unexpected var, use let or const instead.	2023-03-06T01:07:21+0000	CODE_SMELL	true	"bad-practice / es2015 / "	Supply-chain-:src/js/truffle-contract.js		MAIN	{startLine=1.0, endLine=1.0, startOffset=401.0, endOffset=406.0}	5min	AYa0ddWL1m6JgciZ2xQP	a790fca0cd9eefea59d0b1f098bb0d92	OPEN
MAJOR	2023-03-13T22:44:01+0000		1.0		javascript:S2681	Supply-chain-	5min		This statement will not be executed in a loop; only the first statement will be. The rest will execute only once.	2023-03-06T01:07:21+0000	CODE_SMELL	false	"cwe / "	Supply-chain-:src/js/truffle-contract.js		MAIN	{startLine=1.0, endLine=1.0, startOffset=432.0, endOffset=440.0}	5min	AYa0ddWL1m6JgciZ2xQQ	a790fca0cd9eefea59d0b1f098bb0d92	OPEN
