severity	updateDate	comments	line	author	rule	project	effort	messageFormattings	message	creationDate	type	quickFixAvailable	tags	component	flows	scope	textRange	debt	key	hash	status
MINOR	2023-03-06T01:58:02+0000		9.0		python:S2772	Value-based-Methods-course	2min		"Remove this unneeded ""pass""."	2023-03-06T01:58:02+0000	CODE_SMELL	false	"unused / "	Value-based-Methods-course:Value-based-methods-main/python/communicator_objects/unity_to_external_pb2_grpc.py		MAIN	{startLine=9.0, endLine=9.0, startOffset=2.0, endOffset=6.0}	2min	AYa0pA4K1m6JgciZ3Bv7	1a1dc91c907325c69271ddf0c944bc72	OPEN
MINOR	2023-03-06T01:58:02+0000		17.0		python:S116	Value-based-Methods-course	2min		"Rename this field ""Exchange"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-03-06T01:58:02+0000	CODE_SMELL	false	"convention / "	Value-based-Methods-course:Value-based-methods-main/python/communicator_objects/unity_to_external_pb2_grpc.py		MAIN	{startLine=17.0, endLine=17.0, startOffset=9.0, endOffset=17.0}	2min	AYa0pA4K1m6JgciZ3Bv6	025600f95eb14ff89afca8d7052a114a	OPEN
MINOR	2023-03-06T01:58:02+0000		26.0		python:S2772	Value-based-Methods-course	2min		"Remove this unneeded ""pass""."	2023-03-06T01:58:02+0000	CODE_SMELL	false	"unused / "	Value-based-Methods-course:Value-based-methods-main/python/communicator_objects/unity_to_external_pb2_grpc.py		MAIN	{startLine=26.0, endLine=26.0, startOffset=2.0, endOffset=6.0}	2min	AYa0pA4K1m6JgciZ3Bv8	1a1dc91c907325c69271ddf0c944bc72	OPEN
MINOR	2023-03-06T01:58:02+0000		28.0		python:S100	Value-based-Methods-course	5min		"Rename method ""Exchange"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-03-06T01:58:02+0000	CODE_SMELL	false	"convention / "	Value-based-Methods-course:Value-based-methods-main/python/communicator_objects/unity_to_external_pb2_grpc.py		MAIN	{startLine=28.0, endLine=28.0, startOffset=6.0, endOffset=14.0}	5min	AYa0pA4K1m6JgciZ3Bv-	a1edba42d1bcd341ac9256c592bdf245	OPEN
MAJOR	2023-03-06T01:58:02+0000		28.0		python:S1172	Value-based-Methods-course	5min		"Remove the unused function parameter ""request""."	2023-03-06T01:58:02+0000	CODE_SMELL	false	"unused / "	Value-based-Methods-course:Value-based-methods-main/python/communicator_objects/unity_to_external_pb2_grpc.py		MAIN	{startLine=28.0, endLine=28.0, startOffset=21.0, endOffset=28.0}	5min	AYa0pA4K1m6JgciZ3Bv9	a1edba42d1bcd341ac9256c592bdf245	OPEN
MAJOR	2023-03-06T01:58:02+0000		36.0		python:S1542	Value-based-Methods-course	10min		"Rename function ""add_UnityToExternalServicer_to_server"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-03-06T01:58:02+0000	CODE_SMELL	false	"convention / "	Value-based-Methods-course:Value-based-methods-main/python/communicator_objects/unity_to_external_pb2_grpc.py		MAIN	{startLine=36.0, endLine=36.0, startOffset=4.0, endOffset=41.0}	10min	AYa0pA4K1m6JgciZ3Bv_	1b4fd11c34761e60b629f79d1779ea2d	OPEN
MINOR	2023-03-06T01:58:02+0000		25.0		python:S1481	Value-based-Methods-course	5min		"Remove the unused local variable ""i""."	2023-03-06T01:58:02+0000	CODE_SMELL	false	"unused / "	Value-based-Methods-course:Value-based-methods-main/python/tests/mock_communicator.py		MAIN	{startLine=25.0, endLine=25.0, startOffset=34.0, endOffset=35.0}	5min	AYa0pA4Q1m6JgciZ3BwB	0da34428846c608a3de0dc10b78858cf	OPEN
CRITICAL	2023-03-06T01:58:02+0000		72.0		python:S5754	Value-based-Methods-course	5min		Specify an exception class to catch or reraise the exception	2023-03-06T01:58:02+0000	CODE_SMELL	false	"bad-practice / error-handling / suspicious / "	Value-based-Methods-course:Value-based-methods-main/python/tests/mock_communicator.py		MAIN	{startLine=72.0, endLine=72.0, startOffset=8.0, endOffset=14.0}	5min	AYa0pA4Q1m6JgciZ3BwC	3e264f5fbab10735799511f21ca70842	OPEN
CRITICAL	2023-03-06T01:58:02+0000		128.0		python:S1192	Value-based-Methods-course	6min		Define a constant instead of duplicating this literal 'tests/test_unityagents.py' 3 times.	2023-03-06T01:58:02+0000	CODE_SMELL	false	"design / "	Value-based-Methods-course:Value-based-methods-main/python/tests/test_unityagents.py	"{locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/tests/test_unityagents.py, textRange={startLine=131.0, endLine=131.0, startOffset=27.0, endOffset=54.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/tests/test_unityagents.py, textRange={startLine=132.0, endLine=132.0, startOffset=36.0, endOffset=63.0}, msg=Duplication, msgFormattings=[]}]} / "	MAIN	{startLine=128.0, endLine=128.0, startOffset=27.0, endOffset=54.0}	6min	AYa0pA4U1m6JgciZ3BwD	9cfd96f1780f67ea91e3c16f10244937	OPEN
CRITICAL	2023-03-06T01:58:02+0000		7.0		python:S2208	Value-based-Methods-course	5min		Import only needed names or import the module and then use its members.	2023-03-06T01:58:02+0000	CODE_SMELL	false	"pitfall / "	Value-based-Methods-course:Value-based-methods-main/python/tests/test_unitytrainers.py		MAIN	{startLine=7.0, endLine=7.0, startOffset=0.0, endOffset=34.0}	5min	AYa0pA4O1m6JgciZ3BwA	76d188e90f2264fbf7dd3a2e06573b1d	OPEN
CRITICAL	2023-03-06T01:58:02+0000		11.0		python:S3776	Value-based-Methods-course	11min		Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.	2023-03-06T01:58:02+0000	CODE_SMELL	false	"brain-overload / "	Value-based-Methods-course:Value-based-methods-main/python/unityagents/curriculum.py	"{locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/curriculum.py, textRange={startLine=20.0, endLine=20.0, startOffset=8.0, endOffset=10.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/curriculum.py, textRange={startLine=22.0, endLine=22.0, startOffset=8.0, endOffset=12.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/curriculum.py, textRange={startLine=26.0, endLine=26.0, startOffset=12.0, endOffset=18.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/curriculum.py, textRange={startLine=29.0, endLine=29.0, startOffset=12.0, endOffset=18.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/curriculum.py, textRange={startLine=32.0, endLine=32.0, startOffset=12.0, endOffset=15.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/curriculum.py, textRange={startLine=34.0, endLine=34.0, startOffset=16.0, endOffset=18.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/curriculum.py, textRange={startLine=40.0, endLine=40.0, startOffset=12.0, endOffset=15.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/curriculum.py, textRange={startLine=41.0, endLine=41.0, startOffset=16.0, endOffset=18.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/curriculum.py, textRange={startLine=45.0, endLine=45.0, startOffset=12.0, endOffset=15.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/curriculum.py, textRange={startLine=46.0, endLine=46.0, startOffset=16.0, endOffset=18.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / "	MAIN	{startLine=11.0, endLine=11.0, startOffset=8.0, endOffset=16.0}	11min	AYa0pA4k1m6JgciZ3BwZ	d514999c3850966d10ae3d8fca445378	OPEN
INFO	2023-03-06T01:58:02+0000		68.0		python:S1135	Value-based-Methods-course	0min		"Complete the task associated to this ""TODO"" comment."	2023-03-06T01:58:02+0000	CODE_SMELL	false	"cwe / "	Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py		MAIN	{startLine=68.0, endLine=68.0, startOffset=8.0, endOffset=70.0}	0min	AYa0pA4u1m6JgciZ3Bwk	4d58d38eb25aeed35df3bd4dc4d5c089	OPEN
MINOR	2023-03-06T01:58:02+0000		103.0		python:S116	Value-based-Methods-course	2min		"Rename this field ""_resetParameters"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-03-06T01:58:02+0000	CODE_SMELL	false	"convention / "	Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py		MAIN	{startLine=103.0, endLine=103.0, startOffset=13.0, endOffset=29.0}	2min	AYa0pA4u1m6JgciZ3Bwj	df8f1d218396446d36a61defc47994d4	OPEN
INFO	2023-03-06T01:58:02+0000		103.0		python:S1135	Value-based-Methods-course	0min		"Complete the task associated to this ""TODO"" comment."	2023-03-06T01:58:02+0000	CODE_SMELL	false	"cwe / "	Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py		MAIN	{startLine=103.0, endLine=103.0, startOffset=89.0, endOffset=95.0}	0min	AYa0pA4u1m6JgciZ3Bwl	df8f1d218396446d36a61defc47994d4	OPEN
CRITICAL	2023-03-06T01:58:02+0000		146.0		python:S3776	Value-based-Methods-course	23min		Refactor this function to reduce its Cognitive Complexity from 33 to the 15 allowed.	2023-03-06T01:58:02+0000	CODE_SMELL	false	"brain-overload / "	Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py	"{locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=153.0, endLine=153.0, startOffset=8.0, endOffset=10.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=153.0, endLine=153.0, startOffset=31.0, endOffset=33.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=155.0, endLine=155.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=157.0, endLine=157.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=159.0, endLine=159.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=161.0, endLine=161.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=164.0, endLine=164.0, startOffset=8.0, endOffset=12.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=166.0, endLine=166.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=168.0, endLine=168.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=170.0, endLine=170.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=172.0, endLine=172.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=174.0, endLine=174.0, startOffset=8.0, endOffset=12.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=176.0, endLine=176.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=178.0, endLine=178.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=180.0, endLine=180.0, startOffset=8.0, endOffset=10.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=185.0, endLine=185.0, startOffset=8.0, endOffset=12.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=188.0, endLine=188.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=189.0, endLine=189.0, startOffset=16.0, endOffset=18.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=193.0, endLine=193.0, startOffset=16.0, endOffset=20.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=196.0, endLine=196.0, startOffset=12.0, endOffset=16.0}, msg=+1, msgFormattings=[]}]} / "	MAIN	{startLine=146.0, endLine=146.0, startOffset=8.0, endOffset=27.0}	23min	AYa0pA4u1m6JgciZ3Bwm	7431919582e3450d8f21687e8c3a043a	OPEN
CRITICAL	2023-03-06T01:58:02+0000		149.0		python:S1192	Value-based-Methods-course	6min		Define a constant instead of duplicating this literal '.x86_64' 3 times.	2023-03-06T01:58:02+0000	CODE_SMELL	false	"design / "	Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py	"{locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=154.0, endLine=154.0, startOffset=66.0, endOffset=75.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=158.0, endLine=158.0, startOffset=51.0, endOffset=60.0}, msg=Duplication, msgFormattings=[]}]} / "	MAIN	{startLine=149.0, endLine=149.0, startOffset=70.0, endOffset=79.0}	6min	AYa0pA4u1m6JgciZ3Bwh	af8b037fc865a2c83a8d3dfde8aea31b	OPEN
MAJOR	2023-03-06T01:58:02+0000		224.0		python:S125	Value-based-Methods-course	5min		Remove this commented out code.	2023-03-06T01:58:02+0000	CODE_SMELL	false	"unused / "	Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py		MAIN	{startLine=224.0, endLine=224.0, startOffset=8.0, endOffset=57.0}	5min	AYa0pA4u1m6JgciZ3Bwn	1526da22b048e16af113cc4b955a8d44	OPEN
CRITICAL	2023-03-06T01:58:02+0000		272.0		python:S1192	Value-based-Methods-course	6min		"Define a constant instead of duplicating this literal ""No Unity environment is loaded."" 3 times."	2023-03-06T01:58:02+0000	CODE_SMELL	false	"design / "	Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py	"{locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=380.0, endLine=380.0, startOffset=44.0, endOffset=77.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=Value-based-Methods-course:Value-based-methods-main/python/unityagents/environment.py, textRange={startLine=394.0, endLine=394.0, startOffset=44.0, endOffset=77.0}, msg=Duplication, msgFormattings=[]}]} / "	MAIN	{startLine=272.0, endLine=272.0, startOffset=44.0, endOffset=77.0}	6min	AYa0pA4u1m6JgciZ3Bwg	109b561140279b23d8e1158294986ac8	OPEN
