severity	updateDate	comments	line	author	rule	project	effort	messageFormattings	message	creationDate	type	quickFixAvailable	tags	component	flows	scope	textRange	debt	key	hash	status
MAJOR	2023-03-07T02:54:15+0000		90.0		java:S4288	Java-8:-conhe-a-as-novidades-dessa-vers-o	2min		Spring components should use constructor injection	2023-03-07T02:54:15+0000	CODE_SMELL	false	design / spring /	Java-8:-conhe-a-as-novidades-dessa-vers-o:		MAIN	{startLine=16.0, endLine=16.0, startOffset=4.0, endOffset=27.0}	2min	AYa5_c9S1m6JgciZ3N_d	d9cb36fab0d0e0f8e7fca1f9f52d2cca	OPEN
MAJOR	2023-03-07T02:54:15+0000		81.0		java:S1774	Java-8:-conhe-a-as-novidades-dessa-vers-o	5min		The ternary operator should not be used	2023-03-07T02:54:15+0000	CODE_SMELL	false	brain-overload /	Java-8:-conhe-a-as-novidades-dessa-vers-o:		MAIN	{startLine=65.0, endLine=65.0, startOffset=4.0, endOffset=76.0}	5min	AYa5_c9S1m6JgciZ3N_m	41968dbf5d291ae0328c04271922e099	OPEN
CRITICAL	2023-03-07T02:54:15+0000		39.0		java:S2093	Java-8:-conhe-a-as-novidades-dessa-vers-o	15min		Try-with-resources should be used	2023-03-07T02:54:15+0000	CODE_SMELL	false	cert / java8 / pitfal	Java-8:-conhe-a-as-novidades-dessa-vers-o:		MAIN	{startLine=39.0, endLine=39.0, startOffset=4.0, endOffset=26.0}	15min	AYa5_c9L1m6JgciZ3N_V	59e16bd07bfca93c81ff6725b3ee446d	OPEN
MINOR	2023-03-07T02:54:15+0000		39.0		java:S1128	Java-8:-conhe-a-as-novidades-dessa-vers-o	2min		Unnecessary imports should be removed	2023-03-07T02:54:15+0000	CODE_SMELL	false	clumsy / redundant / 	Java-8:-conhe-a-as-novidades-dessa-vers-o:		MAIN	{startLine=5.0, endLine=5.0, startOffset=4.0, endOffset=24.0}	2min	AYa5_c9L1m6JgciZ3N_Z	d8c33e3749318eccd70fb56d6d64a13b	OPEN
MAJOR	2023-03-07T02:54:15+0000		50.0		java:S1068	Java-8:-conhe-a-as-novidades-dessa-vers-o	5min		"Unused ""private"" fields should be removed"	2023-03-07T02:54:15+0000	CODE_SMELL	false	unused /	Java-8:-conhe-a-as-novidades-dessa-vers-o:		MAIN	{startLine=52.0, endLine=52.0, startOffset=4.0, endOffset=105.0}	5min	AYa5_c9L1m6JgciZ3N_V	59e16bd07bfca93c81ff6725b3ee446d	OPEN
MAJOR	2023-03-07T02:54:15+0000		36.0		java:S1144	Java-8:-conhe-a-as-novidades-dessa-vers-o	5min		"Unused ""private"" methods should be removed"	2023-03-07T02:54:15+0000	CODE_SMELL	false	unused /	Java-8:-conhe-a-as-novidades-dessa-vers-o:		MAIN	{startLine=39.0, endLine=39.0, startOffset=4.0, endOffset=105.0}	5min	AYa5_c9S1m6JgciZ3N_h	d9cb36fab0d0e0f8e7fca1f9f52d2cca	OPEN
MINOR	2023-03-07T02:54:15+0000		122.0		java:S2140	Java-8:-conhe-a-as-novidades-dessa-vers-o	5min		"Use ""java.util.Random.nextInt()"" instead."	2023-03-07T02:54:15+0000	CODE_SMELL	false	clumsy / 	Java-8:-conhe-a-as-novidades-dessa-vers-o:		MAIN	{startLine=122.0, endLine=122.0, startOffset=30.0, endOffset=41.0}	5min	AYa5_c9S1m6JgciZ3N_i	0706e1a232b0dd8f48516487e4b1e7c8	OPEN
MINOR	2023-03-07T02:54:15+0000		123.0		java:S2140	Java-8:-conhe-a-as-novidades-dessa-vers-o	5min		"Use ""java.util.Random.nextInt()"" instead."	2023-03-07T02:54:15+0000	CODE_SMELL	false	clumsy / 	Java-8:-conhe-a-as-novidades-dessa-vers-o:		MAIN	{startLine=123.0, endLine=123.0, startOffset=30.0, endOffset=41.0}	5min	AYa5_c9S1m6JgciZ3N_k	9d079256ebf5ff2be7df00f6589e50f2	OPEN
CRITICAL	2023-03-07T02:54:15+0000		52.0		java:S2479	Java-8:-conhe-a-as-novidades-dessa-vers-o	10min		Whitespace and control characters in literals should be explicit	2023-03-07T02:54:15+0000	CODE_SMELL	false	clumsy / unused /	Java-8:-conhe-a-as-novidades-dessa-vers-o:		MAIN	{startLine=9.0, endLine=9.0, startOffset=4.0, endOffset=24.0}	10min	AYa5_c9L1m6JgciZ3N_a	701296c450e50f1fd792f80be633d3a5	OPEN
CRITICAL	2023-03-07T02:54:15+0000		63.0		java:S3937	Java-8:-conhe-a-as-novidades-dessa-vers-o	10min		Number patterns should be regular	2023-03-07T02:54:15+0000	CODE_SMELL	true	suspicious /	Java-8:-conhe-a-as-novidades-dessa-vers-o:		MAIN	{startLine=63.0, endLine=63.0, startOffset=8.0, endOffset=58.0}	10min	AYa5_c9L1m6JgciZ3N_Y	59e16bd07bfca93c81ff6725b3ee446d	OPEN
MAJOR	2023-03-07T02:54:15+0000		7.0		java:S1171	Java-8:-conhe-a-as-novidades-dessa-vers-o	30min		Only static class initializers should be used	2023-03-07T02:54:15+0000	CODE_SMELL	true	cert / confusion /	Java-8:-conhe-a-as-novidades-dessa-vers-o:		MAIN	{startLine=90.0, endLine=90.0, startOffset=4.0, endOffset=27.0}	30min	AYa5_c9S1m6JgciZ3N_g	505b97969baa28c3f607a38ee02f4f2d	OPEN
MAJOR	2023-03-07T02:54:15+0000		16.0		java:S3740	Java-8:-conhe-a-as-novidades-dessa-vers-o	5min		Raw types should not be used	2023-03-07T02:54:15+0000	CODE_SMELL	true	pitfall /	Java-8:-conhe-a-as-novidades-dessa-vers-o:		MAIN	{startLine=24.0, endLine=24.0, startOffset=4.0, endOffset=27.0}	5min	AYa5_c9S1m6JgciZ3N_m	41968dbf5d291ae0328c04271922e099	OPEN
MAJOR	2023-03-07T02:54:15+0000		35.0		java:S453	Java-8:-conhe-a-as-novidades-dessa-vers-o	10min		Standard functional interfaces should not be redefined	2023-03-07T02:54:15+0000	CODE_SMELL	true	java8 /	Java-8:-conhe-a-as-novidades-dessa-vers-o:		MAIN	{startLine=68.0, endLine=68.0, startOffset=4.0, endOffset=27.0}	10min	AYa5_c9S1m6JgciZ3N_i	0706e1a232b0dd8f48516487e4b1e7c8	OPEN
MAJOR	2023-03-07T02:54:15+0000		2.0		java:S3067	Java-8:-conhe-a-as-novidades-dessa-vers-o	5min		"""getClass"" should not be used for synchronization"	2023-03-07T02:54:15+0000	BUG	false	bad-practice /	Java-8:-conhe-a-as-novidades-dessa-vers-o:		MAIN	{startLine=50.0, endLine=50.0, startOffset=4.0, endOffset=27.0}	5min	AYa5_c9L1m6JgciZ3N_a	701296c450e50f1fd792f80be633d3a5	OPEN
MAJOR	2023-03-07T02:54:15+0000		18.0		java:S2134	Java-8:-conhe-a-as-novidades-dessa-vers-o	5min		"Classes extending java.lang.Thread should override the ""run"" method"	2023-03-07T02:54:15+0000	BUG	false	cwe / serialization / 	Java-8:-conhe-a-as-novidades-dessa-vers-o:		MAIN	{startLine=65.0, endLine=65.0, startOffset=4.0, endOffset=76.0}	5min	AYa5_c9S1m6JgciZ3N_d	d9cb36fab0d0e0f8e7fca1f9f52d2cca	OPEN
MAJOR	2023-03-07T02:54:15+0000		55.0		java:S2175	Java-8:-conhe-a-as-novidades-dessa-vers-o	15min		"Inappropriate ""Collection"" calls should not be made"	2023-03-07T02:54:15+0000	BUG	false	bad-practice / cert / owasp-a3 / 	Java-8:-conhe-a-as-novidades-dessa-vers-o:		MAIN	{startLine=24.0, endLine=24.0, startOffset=4.0, endOffset=27.0}	15min	AYa5_c9S1m6JgciZ3N_d	d9cb36fab0d0e0f8e7fca1f9f52d2cca	OPEN
MAJOR	2023-03-07T02:54:15+0000		61.0		java:S2639	Java-8:-conhe-a-as-novidades-dessa-vers-o	15min		Inappropriate regular expressions should not be used	2023-03-07T02:54:15+0000	BUG	true	cwe / confusing /	Java-8:-conhe-a-as-novidades-dessa-vers-o:		MAIN	{startLine=17.0, endLine=17.0, startOffset=4.0, endOffset=26.0}	15min	AYa5_c9S1m6JgciZ3N_e	d9cb36fab0d0e0f8e7fca1f9f52d2cca	OPEN
