severity	updateDate	comments	line	author	rule	project	effort	messageFormattings	message	creationDate	type	quickFixAvailable	tags	component	flows	scope	textRange	debt	key	hash	status
MINOR	2023-03-06T02:03:32+0000		24.0		python:S117	Artificial-Intelligence-Nanodegree-Program-Resources	2min		"Rename this local variable ""startX"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-03-06T02:03:32+0000	CODE_SMELL	false	"convention / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/PySudoku.py		MAIN	{startLine=24.0, endLine=24.0, startOffset=8.0, endOffset=14.0}	2min	AYa0qSXK1m6JgciZ3FND	9a8a6797e21794fb69b6fbe2f09e7ae4	OPEN
MINOR	2023-03-06T02:03:32+0000		24.0		python:S117	Artificial-Intelligence-Nanodegree-Program-Resources	2min		"Rename this local variable ""startY"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-03-06T02:03:32+0000	CODE_SMELL	false	"convention / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/PySudoku.py		MAIN	{startLine=24.0, endLine=24.0, startOffset=16.0, endOffset=22.0}	2min	AYa0qSXK1m6JgciZ3FNE	9a8a6797e21794fb69b6fbe2f09e7ae4	OPEN
CRITICAL	2023-03-06T02:03:32+0000		3.0		python:S2208	Artificial-Intelligence-Nanodegree-Program-Resources	5min		Import only needed names or import the module and then use its members.	2023-03-06T02:03:32+0000	CODE_SMELL	false	"pitfall / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/objects/SudokuSquare.py		MAIN	{startLine=3.0, endLine=3.0, startOffset=0.0, endOffset=20.0}	5min	AYa0qSXM1m6JgciZ3FNJ	e1d1038595908c2baf3ce903e1cf6bb8	OPEN
MAJOR	2023-03-06T02:03:32+0000		5.0		python:S1542	Artificial-Intelligence-Nanodegree-Program-Resources	10min		"Rename function ""AAfilledRoundedRect"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-03-06T02:03:32+0000	CODE_SMELL	false	"convention / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/objects/SudokuSquare.py		MAIN	{startLine=5.0, endLine=5.0, startOffset=4.0, endOffset=23.0}	10min	AYa0qSXM1m6JgciZ3FNK	b36c8ad756d972e89cbe461e8ec2beaa	OPEN
CRITICAL	2023-03-06T02:03:32+0000		5.0		python:S5717	Artificial-Intelligence-Nanodegree-Program-Resources	5min		"Change this default value to ""None"" and initialize this parameter inside the function/method."	2023-03-06T02:03:32+0000	CODE_SMELL	false		Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/objects/SudokuSquare.py	"{locations=[{component=Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/objects/SudokuSquare.py, textRange={startLine=33.0, endLine=33.0, startOffset=4.0, endOffset=10.0}, msg=The parameter is modified., msgFormattings=[]}]} / {locations=[{component=Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/objects/SudokuSquare.py, textRange={startLine=31.0, endLine=31.0, startOffset=4.0, endOffset=10.0}, msg=The parameter is modified., msgFormattings=[]}]} / {locations=[{component=Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/objects/SudokuSquare.py, textRange={startLine=29.0, endLine=29.0, startOffset=4.0, endOffset=10.0}, msg=The parameter is modified., msgFormattings=[]}]} / "	MAIN	{startLine=5.0, endLine=5.0, startOffset=43.0, endOffset=53.0}	5min	AYa0qSXM1m6JgciZ3FNL	b36c8ad756d972e89cbe461e8ec2beaa	OPEN
MINOR	2023-03-06T02:03:32+0000		46.0		python:S117	Artificial-Intelligence-Nanodegree-Program-Resources	2min		"Rename this parameter ""offsetX"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-03-06T02:03:32+0000	CODE_SMELL	false	"convention / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/objects/SudokuSquare.py		MAIN	{startLine=46.0, endLine=46.0, startOffset=36.0, endOffset=43.0}	2min	AYa0qSXM1m6JgciZ3FNQ	4a516a553b254ad1700038c5ee6ce297	OPEN
MINOR	2023-03-06T02:03:32+0000		46.0		python:S117	Artificial-Intelligence-Nanodegree-Program-Resources	2min		"Rename this parameter ""offsetY"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-03-06T02:03:32+0000	CODE_SMELL	false	"convention / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/objects/SudokuSquare.py		MAIN	{startLine=46.0, endLine=46.0, startOffset=47.0, endOffset=54.0}	2min	AYa0qSXM1m6JgciZ3FNR	4a516a553b254ad1700038c5ee6ce297	OPEN
MINOR	2023-03-06T02:03:32+0000		46.0		python:S117	Artificial-Intelligence-Nanodegree-Program-Resources	2min		"Rename this parameter ""xLoc"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-03-06T02:03:32+0000	CODE_SMELL	false	"convention / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/objects/SudokuSquare.py		MAIN	{startLine=46.0, endLine=46.0, startOffset=68.0, endOffset=72.0}	2min	AYa0qSXM1m6JgciZ3FNS	4a516a553b254ad1700038c5ee6ce297	OPEN
MINOR	2023-03-06T02:03:32+0000		46.0		python:S117	Artificial-Intelligence-Nanodegree-Program-Resources	2min		"Rename this parameter ""yLoc"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-03-06T02:03:32+0000	CODE_SMELL	false	"convention / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/objects/SudokuSquare.py		MAIN	{startLine=46.0, endLine=46.0, startOffset=76.0, endOffset=80.0}	2min	AYa0qSXM1m6JgciZ3FNT	4a516a553b254ad1700038c5ee6ce297	OPEN
MINOR	2023-03-06T02:03:32+0000		68.0		python:S116	Artificial-Intelligence-Nanodegree-Program-Resources	2min		"Rename this field ""xLoc"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-03-06T02:03:32+0000	CODE_SMELL	false	"convention / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/objects/SudokuSquare.py		MAIN	{startLine=68.0, endLine=68.0, startOffset=13.0, endOffset=17.0}	2min	AYa0qSXM1m6JgciZ3FNO	c5c7c5de4e97ef21fd7f3c902290197e	OPEN
MINOR	2023-03-06T02:03:32+0000		69.0		python:S116	Artificial-Intelligence-Nanodegree-Program-Resources	2min		"Rename this field ""yLoc"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-03-06T02:03:32+0000	CODE_SMELL	false	"convention / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/objects/SudokuSquare.py		MAIN	{startLine=69.0, endLine=69.0, startOffset=13.0, endOffset=17.0}	2min	AYa0qSXM1m6JgciZ3FNN	59bc492bd9fe8499e4649b00cf074524	OPEN
MINOR	2023-03-06T02:03:32+0000		70.0		python:S116	Artificial-Intelligence-Nanodegree-Program-Resources	2min		"Rename this field ""offsetX"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-03-06T02:03:32+0000	CODE_SMELL	false	"convention / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/objects/SudokuSquare.py		MAIN	{startLine=70.0, endLine=70.0, startOffset=13.0, endOffset=20.0}	2min	AYa0qSXM1m6JgciZ3FNP	1d84d37da71e8d4985ce6a573940a162	OPEN
MINOR	2023-03-06T02:03:32+0000		71.0		python:S116	Artificial-Intelligence-Nanodegree-Program-Resources	2min		"Rename this field ""offsetY"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-03-06T02:03:32+0000	CODE_SMELL	false	"convention / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/objects/SudokuSquare.py		MAIN	{startLine=71.0, endLine=71.0, startOffset=13.0, endOffset=20.0}	2min	AYa0qSXM1m6JgciZ3FNM	183b2055d0eabb89713aa8f427d82de6	OPEN
MINOR	2023-03-06T02:03:32+0000		81.0		python:S100	Artificial-Intelligence-Nanodegree-Program-Resources	5min		"Rename method ""checkCollide"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-03-06T02:03:32+0000	CODE_SMELL	false	"convention / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/objects/SudokuSquare.py		MAIN	{startLine=81.0, endLine=81.0, startOffset=8.0, endOffset=20.0}	5min	AYa0qSXM1m6JgciZ3FNU	771747fafa8051b9b854aef998097709	OPEN
MINOR	2023-03-06T02:03:32+0000		114.0		python:S100	Artificial-Intelligence-Nanodegree-Program-Resources	5min		"Rename method ""currentLoc"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-03-06T02:03:32+0000	CODE_SMELL	false	"convention / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/objects/SudokuSquare.py		MAIN	{startLine=114.0, endLine=114.0, startOffset=8.0, endOffset=18.0}	5min	AYa0qSXM1m6JgciZ3FNV	208204bd9ae67e339ccb2e58acd6c5e4	OPEN
CRITICAL	2023-03-06T02:03:32+0000		2.0		python:S2208	Artificial-Intelligence-Nanodegree-Program-Resources	5min		Import only needed names or import the module and then use its members.	2023-03-06T02:03:32+0000	CODE_SMELL	false	"pitfall / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/solution.py		MAIN	{startLine=2.0, endLine=2.0, startOffset=0.0, endOffset=19.0}	5min	AYa0qSXO1m6JgciZ3FNW	9bf0c1abd5bb29e504581816eeb9351d	OPEN
INFO	2023-03-06T02:03:32+0000		10.0		python:S1135	Artificial-Intelligence-Nanodegree-Program-Resources	0min		"Complete the task associated to this ""TODO"" comment."	2023-03-06T02:03:32+0000	CODE_SMELL	false	"cwe / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/solution.py		MAIN	{startLine=10.0, endLine=10.0, startOffset=0.0, endOffset=58.0}	0min	AYa0qSXO1m6JgciZ3FNY	259f9eb9b7c0f7f74defc0dc7477f8d0	OPEN
MAJOR	2023-03-06T02:03:32+0000		11.0		python:S1656	Artificial-Intelligence-Nanodegree-Program-Resources	3min		Remove or correct this useless self-assignment.	2023-03-06T02:03:32+0000	BUG	false		Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/solution.py		MAIN	{startLine=11.0, endLine=11.0, startOffset=9.0, endOffset=10.0}	3min	AYa0qSXO1m6JgciZ3FNX	bb0a077df5d588fabaa193c20fc22527	OPEN
INFO	2023-03-06T02:03:32+0000		56.0		python:S1135	Artificial-Intelligence-Nanodegree-Program-Resources	0min		"Complete the task associated to this ""TODO"" comment."	2023-03-06T02:03:32+0000	CODE_SMELL	false	"cwe / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/solution.py		MAIN	{startLine=56.0, endLine=56.0, startOffset=4.0, endOffset=36.0}	0min	AYa0qSXO1m6JgciZ3FNZ	b43c4af1130c0cc8bd0e60901482e70c	OPEN
INFO	2023-03-06T02:03:32+0000		76.0		python:S1135	Artificial-Intelligence-Nanodegree-Program-Resources	0min		"Complete the task associated to this ""TODO"" comment."	2023-03-06T02:03:32+0000	CODE_SMELL	false	"cwe / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/solution.py		MAIN	{startLine=76.0, endLine=76.0, startOffset=4.0, endOffset=71.0}	0min	AYa0qSXO1m6JgciZ3FNa	dbeadc3976c5ecc777d1b66818fc114d	OPEN
INFO	2023-03-06T02:03:32+0000		100.0		python:S1135	Artificial-Intelligence-Nanodegree-Program-Resources	0min		"Complete the task associated to this ""TODO"" comment."	2023-03-06T02:03:32+0000	CODE_SMELL	false	"cwe / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/solution.py		MAIN	{startLine=100.0, endLine=100.0, startOffset=4.0, endOffset=71.0}	0min	AYa0qSXO1m6JgciZ3FNb	dbeadc3976c5ecc777d1b66818fc114d	OPEN
INFO	2023-03-06T02:03:32+0000		118.0		python:S1135	Artificial-Intelligence-Nanodegree-Program-Resources	0min		"Complete the task associated to this ""TODO"" comment."	2023-03-06T02:03:32+0000	CODE_SMELL	false	"cwe / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/solution.py		MAIN	{startLine=118.0, endLine=118.0, startOffset=4.0, endOffset=85.0}	0min	AYa0qSXO1m6JgciZ3FNc	4a8bddc3db21162cf4fa07cb86337395	OPEN
INFO	2023-03-06T02:03:32+0000		141.0		python:S1135	Artificial-Intelligence-Nanodegree-Program-Resources	0min		"Complete the task associated to this ""TODO"" comment."	2023-03-06T02:03:32+0000	CODE_SMELL	false	"cwe / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/solution.py		MAIN	{startLine=141.0, endLine=141.0, startOffset=4.0, endOffset=71.0}	0min	AYa0qSXO1m6JgciZ3FNd	dbeadc3976c5ecc777d1b66818fc114d	OPEN
CRITICAL	2023-03-06T02:03:32+0000		175.0		python:S5754	Artificial-Intelligence-Nanodegree-Program-Resources	5min		Reraise this exception to stop the application as the user expects	2023-03-06T02:03:32+0000	CODE_SMELL	false	"bad-practice / error-handling / suspicious / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/solution.py		MAIN	{startLine=175.0, endLine=175.0, startOffset=11.0, endOffset=21.0}	5min	AYa0qSXO1m6JgciZ3FNe	455db90247c42242b37b38ce9c64ffcc	OPEN
MINOR	2023-03-06T02:03:32+0000		94.0		python:S117	Artificial-Intelligence-Nanodegree-Program-Resources	2min		"Rename this parameter ""A"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-03-06T02:03:32+0000	CODE_SMELL	false	"convention / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/utils.py		MAIN	{startLine=94.0, endLine=94.0, startOffset=10.0, endOffset=11.0}	2min	AYa0qSXQ1m6JgciZ3FNf	05e29332a11415d75bf7043a41fa0b57	OPEN
MINOR	2023-03-06T02:03:32+0000		94.0		python:S117	Artificial-Intelligence-Nanodegree-Program-Resources	2min		"Rename this parameter ""B"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-03-06T02:03:32+0000	CODE_SMELL	false	"convention / "	Artificial-Intelligence-Nanodegree-Program-Resources:artificial-intelligence-master/Projects/1_Sudoku/utils.py		MAIN	{startLine=94.0, endLine=94.0, startOffset=13.0, endOffset=14.0}	2min	AYa0qSXQ1m6JgciZ3FNg	05e29332a11415d75bf7043a41fa0b57	OPEN
