severity	updateDate	comments	line	author	rule	project	effort	messageFormattings	message	creationDate	type	quickFixAvailable	tags	component	flows	scope	textRange	debt	key	hash	status
MAJOR	2023-03-06T02:12:05+0000		32.0		python:S1172	Message-Passing-Exercises	5min		"Remove the unused function parameter ""request""."	2023-03-06T02:12:05+0000	CODE_SMELL	false	"unused / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-3-implementing-message-passing/grpc-solution/order_pb2_grpc.py		MAIN	{startLine=32.0, endLine=32.0, startOffset=21.0, endOffset=28.0}	5min	AYa0sO0w1m6JgciZ3Kbt	11b2a90ba480f11ad9a8f07ad23cf68a	OPEN
MINOR	2023-03-06T02:12:05+0000		32.0		python:S100	Message-Passing-Exercises	5min		"Rename method ""Create"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-03-06T02:12:05+0000	CODE_SMELL	false	"convention / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-3-implementing-message-passing/grpc-solution/order_pb2_grpc.py		MAIN	{startLine=32.0, endLine=32.0, startOffset=8.0, endOffset=14.0}	5min	AYa0sO0w1m6JgciZ3Kbu	11b2a90ba480f11ad9a8f07ad23cf68a	OPEN
CRITICAL	2023-03-06T02:12:05+0000		35.0		python:S1192	Message-Passing-Exercises	8min		Define a constant instead of duplicating this literal 'Method not implemented!' 4 times.	2023-03-06T02:12:05+0000	CODE_SMELL	false	"design / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-3-implementing-message-passing/grpc-solution/order_pb2_grpc.py	"{locations=[{component=Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-3-implementing-message-passing/grpc-solution/order_pb2_grpc.py, textRange={startLine=36.0, endLine=36.0, startOffset=34.0, endOffset=59.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-3-implementing-message-passing/grpc-solution/order_pb2_grpc.py, textRange={startLine=41.0, endLine=41.0, startOffset=28.0, endOffset=53.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-3-implementing-message-passing/grpc-solution/order_pb2_grpc.py, textRange={startLine=42.0, endLine=42.0, startOffset=34.0, endOffset=59.0}, msg=Duplication, msgFormattings=[]}]} / "	MAIN	{startLine=35.0, endLine=35.0, startOffset=28.0, endOffset=53.0}	8min	AYa0sO0w1m6JgciZ3Kbp	31e3be5882ce2f1dba476a04d8b63c25	OPEN
MAJOR	2023-03-06T02:12:05+0000		38.0		python:S4144	Message-Passing-Exercises	15min		Update this function so that its implementation is not identical to Create on line 32.	2023-03-06T02:12:05+0000	CODE_SMELL	false	"confusing / duplicate / suspicious / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-3-implementing-message-passing/grpc-solution/order_pb2_grpc.py	"{locations=[{component=Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-3-implementing-message-passing/grpc-solution/order_pb2_grpc.py, textRange={startLine=32.0, endLine=32.0, startOffset=8.0, endOffset=14.0}, msg=Original, msgFormattings=[]}]} / "	MAIN	{startLine=38.0, endLine=38.0, startOffset=8.0, endOffset=11.0}	15min	AYa0sO0w1m6JgciZ3Kbs	dfaa3d6d9cf37f00de5ef7d99e512e70	OPEN
MAJOR	2023-03-06T02:12:05+0000		38.0		python:S1172	Message-Passing-Exercises	5min		"Remove the unused function parameter ""request""."	2023-03-06T02:12:05+0000	CODE_SMELL	false	"unused / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-3-implementing-message-passing/grpc-solution/order_pb2_grpc.py		MAIN	{startLine=38.0, endLine=38.0, startOffset=18.0, endOffset=25.0}	5min	AYa0sO0w1m6JgciZ3Kbv	dfaa3d6d9cf37f00de5ef7d99e512e70	OPEN
MINOR	2023-03-06T02:12:05+0000		38.0		python:S100	Message-Passing-Exercises	5min		"Rename method ""Get"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-03-06T02:12:05+0000	CODE_SMELL	false	"convention / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-3-implementing-message-passing/grpc-solution/order_pb2_grpc.py		MAIN	{startLine=38.0, endLine=38.0, startOffset=8.0, endOffset=11.0}	5min	AYa0sO0w1m6JgciZ3Kbw	dfaa3d6d9cf37f00de5ef7d99e512e70	OPEN
MAJOR	2023-03-06T02:12:05+0000		45.0		python:S1542	Message-Passing-Exercises	10min		"Rename function ""add_OrderServiceServicer_to_server"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-03-06T02:12:05+0000	CODE_SMELL	false	"convention / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-3-implementing-message-passing/grpc-solution/order_pb2_grpc.py		MAIN	{startLine=45.0, endLine=45.0, startOffset=4.0, endOffset=38.0}	10min	AYa0sO0w1m6JgciZ3Kbx	1f59de824fab957b7fc13a9a4086c612	OPEN
MINOR	2023-03-06T02:12:05+0000		68.0		python:S100	Message-Passing-Exercises	5min		"Rename method ""Create"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-03-06T02:12:05+0000	CODE_SMELL	false	"convention / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-3-implementing-message-passing/grpc-solution/order_pb2_grpc.py		MAIN	{startLine=68.0, endLine=68.0, startOffset=8.0, endOffset=14.0}	5min	AYa0sO0w1m6JgciZ3Kby	8c1079718578e065f6769d0ea97c656a	OPEN
MINOR	2023-03-06T02:12:05+0000		85.0		python:S100	Message-Passing-Exercises	5min		"Rename method ""Get"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-03-06T02:12:05+0000	CODE_SMELL	false	"convention / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-3-implementing-message-passing/grpc-solution/order_pb2_grpc.py		MAIN	{startLine=85.0, endLine=85.0, startOffset=8.0, endOffset=11.0}	5min	AYa0sO0w1m6JgciZ3Kbz	98b43622513fe2752d73adc5111f0561	OPEN
MAJOR	2023-03-06T02:12:05+0000		22.0		python:S112	Message-Passing-Exercises	20min		Replace this generic exception class with a more specific one.	2023-03-06T02:12:05+0000	CODE_SMELL	false	"cwe / error-handling / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-3-implementing-message-passing/using-rest-solution/app.py		MAIN	{startLine=22.0, endLine=22.0, startOffset=14.0, endOffset=57.0}	20min	AYa0sO0l1m6JgciZ3Kbj	40aa1cc4a136da25f6c3c65abc675e66	OPEN
MINOR	2023-03-06T02:12:05+0000		13.0		python:S1481	Message-Passing-Exercises	5min		"Remove the unused local variable ""TOPIC_NAME""."	2023-03-06T02:12:05+0000	CODE_SMELL	false	"unused / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-4-message-passing-in-production/combining-message-passing-techniques-solution/app.py		MAIN	{startLine=13.0, endLine=13.0, startOffset=4.0, endOffset=14.0}	5min	AYa0sO0E1m6JgciZ3KbI	cb8b8a70c4b486959a3faa61922acc37	OPEN
MINOR	2023-03-06T02:12:05+0000		32.0		python:S1481	Message-Passing-Exercises	5min		"Remove the unused local variable ""result""."	2023-03-06T02:12:05+0000	CODE_SMELL	false	"unused / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-4-message-passing-in-production/combining-message-passing-techniques-solution/app.py		MAIN	{startLine=32.0, endLine=32.0, startOffset=8.0, endOffset=14.0}	5min	AYa0sO0E1m6JgciZ3KbK	e45bd2de1ffa62c1a5c80f04d531fd20	OPEN
MAJOR	2023-03-06T02:12:05+0000		35.0		python:S112	Message-Passing-Exercises	20min		Replace this generic exception class with a more specific one.	2023-03-06T02:12:05+0000	CODE_SMELL	false	"cwe / error-handling / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-4-message-passing-in-production/combining-message-passing-techniques-solution/app.py		MAIN	{startLine=35.0, endLine=35.0, startOffset=14.0, endOffset=57.0}	20min	AYa0sO0E1m6JgciZ3KbL	40aa1cc4a136da25f6c3c65abc675e66	OPEN
MINOR	2023-03-06T02:12:05+0000		44.0		python:S1481	Message-Passing-Exercises	5min		"Remove the unused local variable ""result""."	2023-03-06T02:12:05+0000	CODE_SMELL	false	"unused / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-4-message-passing-in-production/combining-message-passing-techniques-solution/app.py		MAIN	{startLine=44.0, endLine=44.0, startOffset=8.0, endOffset=14.0}	5min	AYa0sO0E1m6JgciZ3KbN	e45bd2de1ffa62c1a5c80f04d531fd20	OPEN
MAJOR	2023-03-06T02:12:05+0000		47.0		python:S112	Message-Passing-Exercises	20min		Replace this generic exception class with a more specific one.	2023-03-06T02:12:05+0000	CODE_SMELL	false	"cwe / error-handling / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-4-message-passing-in-production/combining-message-passing-techniques-solution/app.py		MAIN	{startLine=47.0, endLine=47.0, startOffset=14.0, endOffset=57.0}	20min	AYa0sO0E1m6JgciZ3KbO	40aa1cc4a136da25f6c3c65abc675e66	OPEN
MINOR	2023-03-06T02:12:05+0000		13.0		python:S1481	Message-Passing-Exercises	5min		"Remove the unused local variable ""TOPIC_NAME""."	2023-03-06T02:12:05+0000	CODE_SMELL	false	"unused / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-4-message-passing-in-production/flask-kafka-starter/app.py		MAIN	{startLine=13.0, endLine=13.0, startOffset=4.0, endOffset=14.0}	5min	AYa0sO0X1m6JgciZ3KbZ	cb8b8a70c4b486959a3faa61922acc37	OPEN
MINOR	2023-03-06T02:12:05+0000		32.0		python:S1481	Message-Passing-Exercises	5min		"Remove the unused local variable ""result""."	2023-03-06T02:12:05+0000	CODE_SMELL	false	"unused / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-4-message-passing-in-production/flask-kafka-starter/app.py		MAIN	{startLine=32.0, endLine=32.0, startOffset=8.0, endOffset=14.0}	5min	AYa0sO0X1m6JgciZ3Kbb	e45bd2de1ffa62c1a5c80f04d531fd20	OPEN
MAJOR	2023-03-06T02:12:05+0000		35.0		python:S112	Message-Passing-Exercises	20min		Replace this generic exception class with a more specific one.	2023-03-06T02:12:05+0000	CODE_SMELL	false	"cwe / error-handling / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-4-message-passing-in-production/flask-kafka-starter/app.py		MAIN	{startLine=35.0, endLine=35.0, startOffset=14.0, endOffset=57.0}	20min	AYa0sO0X1m6JgciZ3Kbc	40aa1cc4a136da25f6c3c65abc675e66	OPEN
INFO	2023-03-06T02:12:05+0000		14.0		python:S1135	Message-Passing-Exercises	0min		"Complete the task associated to this ""TODO"" comment."	2023-03-06T02:12:05+0000	CODE_SMELL	false	"cwe / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-4-message-passing-in-production/flask-kafka-starter/services.py		MAIN	{startLine=14.0, endLine=14.0, startOffset=4.0, endOffset=60.0}	0min	AYa0sO0V1m6JgciZ3KbX	dad44ab912005dd78cf422cb667d7018	OPEN
MAJOR	2023-03-06T02:12:05+0000		22.0		python:S112	Message-Passing-Exercises	20min		Replace this generic exception class with a more specific one.	2023-03-06T02:12:05+0000	CODE_SMELL	false	"cwe / error-handling / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-4-message-passing-in-production/iterating-on-apis-solution/app.py		MAIN	{startLine=22.0, endLine=22.0, startOffset=14.0, endOffset=57.0}	20min	AYa0sO0R1m6JgciZ3KbU	40aa1cc4a136da25f6c3c65abc675e66	OPEN
MAJOR	2023-03-06T02:12:05+0000		33.0		python:S112	Message-Passing-Exercises	20min		Replace this generic exception class with a more specific one.	2023-03-06T02:12:05+0000	CODE_SMELL	false	"cwe / error-handling / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-4-message-passing-in-production/iterating-on-apis-solution/app.py		MAIN	{startLine=33.0, endLine=33.0, startOffset=14.0, endOffset=57.0}	20min	AYa0sO0R1m6JgciZ3KbW	40aa1cc4a136da25f6c3c65abc675e66	OPEN
MAJOR	2023-03-06T02:12:05+0000		22.0		python:S112	Message-Passing-Exercises	20min		Replace this generic exception class with a more specific one.	2023-03-06T02:12:05+0000	CODE_SMELL	false	"cwe / error-handling / "	Message-Passing-Exercises:nd064-c2-message-passing-exercises-master/lesson-4-message-passing-in-production/iterating-on-apis-starter/app.py		MAIN	{startLine=22.0, endLine=22.0, startOffset=14.0, endOffset=57.0}	20min	AYa0sO0N1m6JgciZ3KbR	40aa1cc4a136da25f6c3c65abc675e66	OPEN
